ID,Treatment,Block,Plot,Quadrat,X,Y,Shrub,Compass,Distance,Year,Age,Size,Fert
C.VI.18.9.38.96,C,VI,18,9,38,96,NA,NA,NA,1998,NA,NA,NA
C.VI.18.9.39.44,C,VI,18,9,39,44,NA,NA,NA,1998,999,34,27
C.VI.18.9.42.90,C,VI,18,9,42,90,NA,NA,NA,1998,NA,NA,NA
C.VI.18.9.43.78,C,VI,18,9,43,78,NA,NA,NA,1998,NA,NA,NA
C.VI.18.9.51.21,C,VI,18,9,51,21,NA,NA,NA,1998,999,28,4
C.VI.18.9.51.87,C,VI,18,9,51,87,NA,NA,NA,1998,NA,NA,NA
C.VI.18.9.52.12,C,VI,18,9,52,12,NA,NA,NA,1998,NA,NA,NA
C.VI.18.9.53.92,C,VI,18,9,53,92,NA,NA,NA,1998,NA,NA,NA
C.VI.18.9.57.39,C,VI,18,9,57,39,NA,NA,NA,1998,NA,NA,NA
C.VI.18.9.58.65,C,VI,18,9,58,65,NA,NA,NA,1998,999,12,8
C.VI.18.9.59.31,C,VI,18,9,59,31,NA,NA,NA,1998,2,6,0
C.VI.18.9.60.95,C,VI,18,9,60,95,NA,NA,NA,1998,NA,NA,NA
C.VI.18.9.66.44,C,VI,18,9,66,44,NA,NA,NA,1998,NA,NA,NA
C.VI.18.9.66.93,C,VI,18,9,66,93,NA,NA,NA,1998,NA,NA,NA
C.VI.18.9.69.70,C,VI,18,9,69,70,NA,NA,NA,1998,999,4,2
C.VI.18.9.77.87,C,VI,18,9,77,87,NA,NA,NA,1998,NA,NA,NA
C.VI.18.9.79.31,C,VI,18,9,79,31,NA,NA,NA,1998,NA,NA,NA
C.VI.18.9.87.13,C,VI,18,9,87,13,NA,NA,NA,1998,1,2,0
C.VI.18.9.91.26,C,VI,18,9,91,26,NA,NA,NA,1998,2,7,2
C.VI.18.9.92.3,C,VI,18,9,92,3,NA,NA,NA,1998,NA,NA,NA
C.VI.18.9.92.3,C,VI,18,9,92,3,NA,NA,NA,1998,NA,NA,NA
C.VI.18.9.92.3,C,VI,18,9,92,3,NA,NA,NA,1998,NA,NA,NA
C.VI.18.9.92.3,C,VI,18,9,92,3,NA,NA,NA,1998,NA,NA,NA
C.VI.18.9.97.13,C,VI,18,9,97,13,NA,NA,NA,1998,999,5,2
C.VI.18.9.99.58,C,VI,18,9,99,58,NA,NA,NA,1998,999,17,6
C.VI.18.9.99.65,C,VI,18,9,99,65,NA,NA,NA,1998,NA,NA,NA
C.VI.18.9.16.55,C,VI,18,9,16,55,NA,NA,NA,1998,NA,NA,NA
C.VI.18.12.0.12,C,VI,18,12,0,12,NA,NA,NA,1998,NA,NA,NA
C.VI.18.12.1.43,C,VI,18,12,1,43,NA,NA,NA,1998,2,7,0
C.VI.18.12.8.30,C,VI,18,12,8,30,NA,NA,NA,1998,NA,NA,NA
C.VI.18.12.12.46,C,VI,18,12,12,46,NA,NA,NA,1998,999,8,1
C.VI.18.12.22.54,C,VI,18,12,22,54,NA,NA,NA,1998,NA,NA,NA
C.VI.18.12.26.46,C,VI,18,12,26,46,NA,NA,NA,1998,NA,NA,NA
C.VI.18.12.26.67,C,VI,18,12,26,67,NA,NA,NA,1998,NA,NA,NA
C.VI.18.12.28.49,C,VI,18,12,28,49,NA,NA,NA,1998,NA,NA,NA
C.VI.18.12.29.80,C,VI,18,12,29,80,NA,NA,NA,1998,999,6,2
C.VI.18.12.38.87,C,VI,18,12,38,87,NA,NA,NA,1998,NA,NA,NA
C.VI.18.12.38.88,C,VI,18,12,38,88,NA,NA,NA,1998,1,1,0
C.VI.18.12.45.28,C,VI,18,12,45,28,NA,NA,NA,1998,NA,NA,NA
C.VI.18.12.57.75,C,VI,18,12,57,75,NA,NA,NA,1998,999,16,6
C.VI.18.12.63.55,C,VI,18,12,63,55,NA,NA,NA,1998,999,11,2
C.VI.18.12.65.12,C,VI,18,12,65,12,NA,NA,NA,1998,NA,NA,NA
C.VI.18.12.67.45,C,VI,18,12,67,45,NA,NA,NA,1998,2,9,3
C.VI.18.12.67.45,C,VI,18,12,67,45,NA,NA,NA,1998,NA,NA,NA
C.VI.18.12.73.66,C,VI,18,12,73,66,NA,NA,NA,1998,NA,NA,NA
C.VI.18.12.75.52,C,VI,18,12,75,52,NA,NA,NA,1998,NA,NA,NA
C.VI.18.12.75.95,C,VI,18,12,75,95,NA,NA,NA,1998,999,21,8
C.VI.18.12.76.44,C,VI,18,12,76,44,NA,NA,NA,1998,NA,NA,NA
C.VI.18.12.82.21,C,VI,18,12,82,21,NA,NA,NA,1998,NA,NA,NA
C.VI.18.12.83.30,C,VI,18,12,83,30,NA,NA,NA,1998,NA,NA,NA
C.VI.18.12.92.74,C,VI,18,12,92,74,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.6.55,C,VI,18,13,6,55,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.10.99,C,VI,18,13,10,99,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.11.66,C,VI,18,13,11,66,NA,NA,NA,1998,2,8,4
C.VI.18.13.15.79,C,VI,18,13,15,79,NA,NA,NA,1998,999,8,6
C.VI.18.13.17.61,C,VI,18,13,17,61,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.17.69,C,VI,18,13,17,69,NA,NA,NA,1998,2,8,3
C.VI.18.13.19.84,C,VI,18,13,19,84,NA,NA,NA,1998,1,1,0
C.VI.18.13.20.65,C,VI,18,13,20,65,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.22.29,C,VI,18,13,22,29,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.23.39,C,VI,18,13,23,39,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.23.50,C,VI,18,13,23,50,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.30.72,C,VI,18,13,30,72,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.34.0,C,VI,18,13,34,0,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.35.79,C,VI,18,13,35,79,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.36.79,C,VI,18,13,36,79,NA,NA,NA,1998,2,7,0
C.VI.18.13.38.90,C,VI,18,13,38,90,NA,NA,NA,1998,999,14,7
C.VI.18.13.40.30,C,VI,18,13,40,30,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.41.17,C,VI,18,13,41,17,NA,NA,NA,1998,2,3,0
C.VI.18.13.41.86,C,VI,18,13,41,86,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.42.49,C,VI,18,13,42,49,NA,NA,NA,1998,999,14,10
C.VI.18.13.42.88,C,VI,18,13,42,88,NA,NA,NA,1998,2,7,6
C.VI.18.13.44.21,C,VI,18,13,44,21,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.46.75,C,VI,18,13,46,75,NA,NA,NA,1998,2,4,1
C.VI.18.13.48.73,C,VI,18,13,48,73,NA,NA,NA,1998,1,2,0
C.VI.18.13.50.28,C,VI,18,13,50,28,NA,NA,NA,1998,999,20,12
C.VI.18.13.53.87,C,VI,18,13,53,87,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.54.37,C,VI,18,13,54,37,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.55.38,C,VI,18,13,55,38,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.55.68,C,VI,18,13,55,68,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.55.97,C,VI,18,13,55,97,NA,NA,NA,1998,999,13,10
C.VI.18.13.56.98,C,VI,18,13,56,98,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.58.24,C,VI,18,13,58,24,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.58.61,C,VI,18,13,58,61,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.59.32,C,VI,18,13,59,32,NA,NA,NA,1998,2,4,0
C.VI.18.13.59.64,C,VI,18,13,59,64,NA,NA,NA,1998,999,12,0
C.VI.18.13.61.68,C,VI,18,13,61,68,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.64.57,C,VI,18,13,64,57,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.64.57,C,VI,18,13,64,57,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.64.60,C,VI,18,13,64,60,NA,NA,NA,1998,2,2,0
C.VI.18.13.65.46,C,VI,18,13,65,46,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.68.66,C,VI,18,13,68,66,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.69.22,C,VI,18,13,69,22,NA,NA,NA,1998,999,7,0
C.VI.18.13.70.68,C,VI,18,13,70,68,NA,NA,NA,1998,999,6,6
C.VI.18.13.71.62,C,VI,18,13,71,62,NA,NA,NA,1998,2,4,0
C.VI.18.13.71.73,C,VI,18,13,71,73,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.75.34,C,VI,18,13,75,34,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.76.78,C,VI,18,13,76,78,NA,NA,NA,1998,999,6,1
C.VI.18.13.77.85,C,VI,18,13,77,85,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.78.11,C,VI,18,13,78,11,NA,NA,NA,1998,2,3,0
C.VI.18.13.80.1,C,VI,18,13,80,1,NA,NA,NA,1998,2,3,0
C.VI.18.13.80.6,C,VI,18,13,80,6,NA,NA,NA,1998,999,4,0
C.VI.18.13.80.30,C,VI,18,13,80,30,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.82.65,C,VI,18,13,82,65,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.82.66,C,VI,18,13,82,66,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.84.68,C,VI,18,13,84,68,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.85.9,C,VI,18,13,85,9,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.86.89,C,VI,18,13,86,89,NA,NA,NA,1998,2,5,0
C.VI.18.13.87.68,C,VI,18,13,87,68,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.88.24,C,VI,18,13,88,24,NA,NA,NA,1998,999,14,7
C.VI.18.13.88.82,C,VI,18,13,88,82,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.89.4,C,VI,18,13,89,4,NA,NA,NA,1998,2,3,2
C.VI.18.13.89.70,C,VI,18,13,89,70,NA,NA,NA,1998,1,4,0
C.VI.18.13.92.46,C,VI,18,13,92,46,NA,NA,NA,1998,999,8,1
C.VI.18.13.92.76,C,VI,18,13,92,76,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.92.79,C,VI,18,13,92,79,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.93.11,C,VI,18,13,93,11,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.95.98,C,VI,18,13,95,98,NA,NA,NA,1998,999,25,4
C.VI.18.13.99.29,C,VI,18,13,99,29,NA,NA,NA,1998,NA,NA,NA
C.VI.18.13.99.88,C,VI,18,13,99,88,NA,NA,NA,1998,999,1,0
D1.I.1.3.49.71,D1,I,1,3,49,71,Cn,10,0,1998,1,3,0
D1.I.1.3.54.6,D1,I,1,3,54,6,NA,NA,NA,1998,NA,NA,NA
D1.I.1.3.75.10,D1,I,1,3,75,10,NA,NA,NA,1998,NA,NA,NA
D1.I.1.3.88.83,D1,I,1,3,88,83,NA,NA,NA,1998,999,12,2
D1.I.1.4.15.0,D1,I,1,4,15,0,Cn,337,5,1998,NA,NA,NA
D1.I.1.4.24.61,D1,I,1,4,24,61,NA,NA,NA,1998,2,7,1
D1.I.1.4.72.41,D1,I,1,4,72,41,NA,NA,NA,1998,999,15,4
D1.I.1.5.58.67,D1,I,1,5,58,67,NA,NA,NA,1998,999,16,1
D1.I.1.6.50.99,D1,I,1,6,50,99,Cn,275,5,1998,NA,NA,NA
D1.I.1.6.53.21,D1,I,1,6,53,21,Cn,305,8,1998,999,41,0
D1.I.1.6.80.3,D1,I,1,6,80,3,Cn,333,6,1998,999,7,1
D1.I.1.6.83.95,D1,I,1,6,83,95,NA,NA,NA,1998,999,5,3
D1.I.1.6.98.100,D1,I,1,6,98,100,NA,NA,NA,1998,999,27,7
D1.I.1.7.24.26,D1,I,1,7,24,26,NA,NA,NA,1998,NA,NA,NA
D1.I.1.7.29.24,D1,I,1,7,29,24,Cn,291,10,1998,NA,NA,NA
D1.I.1.7.84.9,D1,I,1,7,84,9,NA,NA,NA,1998,999,13,2
D1.I.1.9.20.20,D1,I,1,9,20,20,Cn,300,-10,1998,NA,NA,NA
D1.I.1.9.21.89,D1,I,1,9,21,89,NA,NA,NA,1998,999,40,7
D1.I.1.9.30.60,D1,I,1,9,30,60,Cn,274,-15,1998,NA,NA,NA
D1.I.1.9.32.80,D1,I,1,9,32,80,NA,NA,NA,1998,999,23,4
D1.I.1.9.36.24,D1,I,1,9,36,24,NA,NA,NA,1998,NA,NA,NA
D1.I.1.9.37.62,D1,I,1,9,37,62,NA,NA,NA,1998,2,9,1
D1.I.1.9.44.69,D1,I,1,9,44,69,NA,NA,NA,1998,999,18,4
D1.I.1.9.60.66,D1,I,1,9,60,66,NA,NA,NA,1998,999,13,4
D1.I.1.9.70.73,D1,I,1,9,70,73,NA,NA,NA,1998,999,21,10
D1.I.1.9.84.83,D1,I,1,9,84,83,NA,NA,NA,1998,NA,NA,NA
D1.I.1.9.99.67,D1,I,1,9,99,67,NA,NA,NA,1998,999,52,13
D1.I.1.10.12.26,D1,I,1,10,12,26,Cn,310,1,1998,999,31,5
D1.I.1.10.12.30,D1,I,1,10,12,30,Cn,325,3,1998,2,10,2
D1.I.1.10.15.31,D1,I,1,10,15,31,Cn,305,-20,1998,NA,NA,NA
D1.I.1.10.21.15,D1,I,1,10,21,15,NA,NA,NA,1998,NA,NA,NA
D1.I.1.10.22.79,D1,I,1,10,22,79,NA,NA,NA,1998,999,38,13
D1.I.1.10.30.78,D1,I,1,10,30,78,NA,NA,NA,1998,2,3,0
D1.I.1.10.47.18,D1,I,1,10,47,18,NA,NA,NA,1998,NA,NA,NA
D1.I.1.11.5.96,D1,I,1,11,5,96,NA,NA,NA,1998,999,16,0
D1.I.1.11.10.10,D1,I,1,11,10,10,NA,NA,NA,1998,1,4,0
D1.I.1.11.18.57,D1,I,1,11,18,57,NA,NA,NA,1998,999,6,1
D1.I.1.11.20.65,D1,I,1,11,20,65,NA,NA,NA,1998,2,10,3
D1.I.1.11.26.27,D1,I,1,11,26,27,NA,NA,NA,1998,999,13,2
D1.I.1.11.30.49,D1,I,1,11,30,49,NA,NA,NA,1998,NA,NA,NA
D1.I.1.11.35.14,D1,I,1,11,35,14,Cn,134,-5,1998,NA,NA,NA
D1.I.1.11.35.13,D1,I,1,11,35,13,Cn,134,-5,1998,NA,NA,NA
D1.I.1.11.55.30,D1,I,1,11,55,30,NA,NA,NA,1998,NA,NA,NA
D1.I.1.11.70.0,D1,I,1,11,70,0,Cn,181,-15,1998,NA,NA,NA
D1.I.1.11.85.17,D1,I,1,11,85,17,NA,NA,NA,1998,NA,NA,NA
D1.I.1.11.88.20,D1,I,1,11,88,20,NA,NA,NA,1998,NA,NA,NA
D1.I.1.11.91.100,D1,I,1,11,91,100,Cn,275,-15,1998,NA,NA,NA
D1.I.1.11.95.97,D1,I,1,11,95,97,NA,NA,NA,1998,2,12,2
D1.I.1.11.97.81,D1,I,1,11,97,81,NA,NA,NA,1998,2,4,3
D1.I.1.11.97.91,D1,I,1,11,97,91,NA,NA,NA,1998,NA,NA,NA
D1.I.1.11.100.8,D1,I,1,11,100,8,NA,NA,NA,1998,999,71,11
D1.I.1.12.12.36,D1,I,1,12,12,36,NA,NA,NA,1998,999,11,1
D1.I.1.12.15.8,D1,I,1,12,15,8,NA,NA,NA,1998,2,8,1
D1.I.1.12.59.88,D1,I,1,12,59,88,NA,NA,NA,1998,NA,NA,NA
D1.I.1.12.73.95,D1,I,1,12,73,95,NA,NA,NA,1998,NA,NA,NA
D1.I.1.12.90.57,D1,I,1,12,90,57,NA,NA,NA,1998,NA,NA,NA
D1.I.1.12.95.64,D1,I,1,12,95,64,NA,NA,NA,1998,999,17,6
D1.I.1.12.97.80,D1,I,1,12,97,80,NA,NA,NA,1998,NA,NA,NA
D1.I.1.12.100.55,D1,I,1,12,100,55,NA,NA,NA,1998,999,54,25
D1.II.6.1.43.79,D1,II,6,1,43,79,At,205,-10,1998,NA,NA,NA
D1.II.6.3.15.57,D1,II,6,3,15,57,NA,NA,NA,1998,2,1,0
D1.II.6.3.26.64,D1,II,6,3,26,64,NA,NA,NA,1998,2,7,2
D1.II.6.3.37.62,D1,II,6,3,37,62,NA,NA,NA,1998,999,14,3
D1.II.6.3.38.43,D1,II,6,3,38,43,NA,NA,NA,1998,NA,NA,NA
D1.II.6.3.50.5,D1,II,6,3,50,5,NA,NA,NA,1998,NA,NA,NA
D1.II.6.3.64.37,D1,II,6,3,64,37,NA,NA,NA,1998,2,7,2
D1.II.6.3.64.76,D1,II,6,3,64,76,NA,NA,NA,1998,NA,NA,NA
D1.II.6.3.66.56,D1,II,6,3,66,56,NA,NA,NA,1998,NA,NA,NA
D1.II.6.3.74.81,D1,II,6,3,74,81,NA,NA,NA,1998,2,17,2
D1.II.6.4.20.21,D1,II,6,4,20,21,NA,NA,NA,1998,2,13,4
D1.II.6.4.33.30,D1,II,6,4,33,30,NA,NA,NA,1998,NA,NA,NA
D1.II.6.4.33.33,D1,II,6,4,33,33,NA,NA,NA,1998,NA,NA,NA
D1.II.6.4.79.43,D1,II,6,4,79,43,NA,NA,NA,1998,2,2,0
D1.II.6.4.82.92,D1,II,6,4,82,92,NA,NA,NA,1998,999,9,3
D1.II.6.5.19.18,D1,II,6,5,19,18,NA,NA,NA,1998,999,5,0
D1.II.6.5.26.79,D1,II,6,5,26,79,NA,NA,NA,1998,2,7,0
D1.II.6.5.34.12,D1,II,6,5,34,12,NA,NA,NA,1998,NA,NA,NA
D1.II.6.5.62.15,D1,II,6,5,62,15,NA,NA,NA,1998,NA,NA,NA
D1.II.6.5.64.59,D1,II,6,5,64,59,NA,NA,NA,1998,NA,NA,NA
D1.II.6.5.67.69,D1,II,6,5,67,69,NA,NA,NA,1998,NA,NA,NA
D1.II.6.5.89.20,D1,II,6,5,89,20,NA,NA,NA,1998,NA,NA,NA
D1.II.6.6.3.3,D1,II,6,6,3,3,NA,NA,NA,1998,999,10,0
D1.II.6.6.15.36,D1,II,6,6,15,36,NA,NA,NA,1998,NA,NA,NA
D1.II.6.6.20.14,D1,II,6,6,20,14,NA,NA,NA,1998,2,7,0
D1.II.6.6.28.67,D1,II,6,6,28,67,NA,NA,NA,1998,NA,NA,NA
D1.II.6.6.35.49,D1,II,6,6,35,49,NA,NA,NA,1998,999,2,0
D1.II.6.6.53.62,D1,II,6,6,53,62,At,155,1,1998,999,12,2
D1.II.6.6.76.37,D1,II,6,6,76,37,NA,NA,NA,1998,1,1,0
D1.II.6.6.90.75,D1,II,6,6,90,75,NA,NA,NA,1998,NA,NA,NA
D1.II.6.6.95.70,D1,II,6,6,95,70,NA,NA,NA,1998,2,15,2
D1.II.6.7.3.78,D1,II,6,7,3,78,NA,NA,NA,1998,1,1,0
D1.II.6.7.15.7,D1,II,6,7,15,7,NA,NA,NA,1998,NA,NA,NA
D1.II.6.7.33.20,D1,II,6,7,33,20,NA,NA,NA,1998,2,7,0
D1.II.6.7.69.68,D1,II,6,7,69,68,NA,NA,NA,1998,2,8,2
D1.II.6.8.33.15,D1,II,6,8,33,15,NA,NA,NA,1998,2,5,3
D1.II.6.8.34.57,D1,II,6,8,34,57,NA,NA,NA,1998,999,18,4
D1.II.6.8.35.92,D1,II,6,8,35,92,NA,NA,NA,1998,2,9,0
D1.II.6.8.40.80,D1,II,6,8,40,80,NA,NA,NA,1998,999,13,4
D1.II.6.8.43.10,D1,II,6,8,43,10,NA,NA,NA,1998,999,7,4
D1.II.6.8.95.15,D1,II,6,8,95,15,NA,NA,NA,1998,1,2,0
D1.II.6.8.96.14,D1,II,6,8,96,14,NA,NA,NA,1998,1,6,0
D1.II.6.9.8.21,D1,II,6,9,8,21,NA,NA,NA,1998,999,9,3
D1.II.6.9.29.25,D1,II,6,9,29,25,NA,NA,NA,1998,NA,NA,NA
D1.II.6.9.48.42,D1,II,6,9,48,42,NA,NA,NA,1998,999,11,2
D1.II.6.9.50.75,D1,II,6,9,50,75,At,158,7,1998,999,13,3
D1.II.6.9.83.32,D1,II,6,9,83,32,NA,NA,NA,1998,NA,NA,NA
D1.II.6.9.84.7,D1,II,6,9,84,7,NA,NA,NA,1998,999,5,0
D1.II.6.9.100.30,D1,II,6,9,100,30,NA,NA,NA,1998,NA,NA,NA
D1.II.6.10.35.92,D1,II,6,10,35,92,At,300,1,1998,NA,NA,NA
D1.II.6.10.81.52,D1,II,6,10,81,52,NA,NA,NA,1998,NA,NA,NA
D1.II.6.10.88.46,D1,II,6,10,88,46,NA,NA,NA,1998,NA,NA,NA
D1.II.6.11.60.55,D1,II,6,11,60,55,Cn,250,0,1998,1,2,0
D1.II.6.11.60.91,D1,II,6,11,60,91,NA,NA,NA,1998,2,3,0
D1.II.6.11.100.37,D1,II,6,11,100,37,NA,NA,NA,1998,NA,NA,NA
D1.II.6.11.100.48,D1,II,6,11,100,48,NA,NA,NA,1998,NA,NA,NA
D1.II.6.12.6.92,D1,II,6,12,6,92,NA,NA,NA,1998,999,16,7
D1.II.6.12.18.95,D1,II,6,12,18,95,NA,NA,NA,1998,2,7,0
D1.II.6.12.27.80,D1,II,6,12,27,80,NA,NA,NA,1998,999,2,0
D1.II.6.12.30.91,D1,II,6,12,30,91,NA,NA,NA,1998,2,12,1
D1.II.6.12.31.87,D1,II,6,12,31,87,NA,NA,NA,1998,2,4,2
D1.II.6.12.37.83,D1,II,6,12,37,83,NA,NA,NA,1998,2,25,4
D1.II.6.12.45.95,D1,II,6,12,45,95,NA,NA,NA,1998,2,11,2
D1.II.6.12.50.83,D1,II,6,12,50,83,NA,NA,NA,1998,2,12,4
D1.II.6.12.51.51,D1,II,6,12,51,51,NA,NA,NA,1998,NA,NA,NA
D1.II.6.12.54.86,D1,II,6,12,54,86,NA,NA,NA,1998,999,15,2
D1.II.6.12.80.88,D1,II,6,12,80,88,NA,NA,NA,1998,999,11,2
D1.II.6.12.84.86,D1,II,6,12,84,86,NA,NA,NA,1998,2,5,0
D1.II.6.12.90.59,D1,II,6,12,90,59,NA,NA,NA,1998,2,2,0
D1.II.6.12.92.80,D1,II,6,12,92,80,NA,NA,NA,1998,999,6,0
D1.II.6.13.5.91,D1,II,6,13,5,91,NA,NA,NA,1998,999,15,8
D1.II.6.13.14.95,D1,II,6,13,14,95,NA,NA,NA,1998,2,1,0
D1.II.6.13.16.59,D1,II,6,13,16,59,NA,NA,NA,1998,2,10,1
D1.II.6.13.54.59,D1,II,6,13,54,59,NA,NA,NA,1998,NA,NA,NA
D1.II.6.13.56.59,D1,II,6,13,56,59,NA,NA,NA,1998,NA,NA,NA
D1.II.6.13.62.77,D1,II,6,13,62,77,NA,NA,NA,1998,NA,NA,NA
D1.II.6.13.63.54,D1,II,6,13,63,54,NA,NA,NA,1998,999,27,8
D1.II.6.13.70.25,D1,II,6,13,70,25,NA,NA,NA,1998,NA,NA,NA
D1.II.6.13.78.95,D1,II,6,13,78,95,NA,NA,NA,1998,999,4,1
D1.II.6.13.85.88,D1,II,6,13,85,88,NA,NA,NA,1998,999,12,3
D1.II.6.13.92.50,D1,II,6,13,92,50,NA,NA,NA,1998,NA,NA,NA
D1.III.7.1.2.55,D1,III,7,1,2,55,NA,NA,NA,1998,2,5,1
D1.III.7.1.14.48,D1,III,7,1,14,48,NA,NA,NA,1998,999,7,0
D1.III.7.1.20.70,D1,III,7,1,20,70,NA,NA,NA,1998,999,5,1
D1.III.7.1.21.38,D1,III,7,1,21,38,NA,NA,NA,1998,999,9,1
D1.III.7.1.26.93,D1,III,7,1,26,93,NA,NA,NA,1998,999,21,6
D1.III.7.1.28.56,D1,III,7,1,28,56,NA,NA,NA,1998,NA,NA,NA
D1.III.7.1.32.91,D1,III,7,1,32,91,NA,NA,NA,1998,1,2,0
D1.III.7.1.39.27,D1,III,7,1,39,27,NA,NA,NA,1998,999,4,0
D1.III.7.1.42.61,D1,III,7,1,42,61,NA,NA,NA,1998,NA,NA,NA
D1.III.7.1.49.21,D1,III,7,1,49,21,NA,NA,NA,1998,NA,NA,NA
D1.III.7.1.57.20,D1,III,7,1,57,20,NA,NA,NA,1998,999,16,4
D1.III.7.1.62.24,D1,III,7,1,62,24,NA,NA,NA,1998,NA,NA,NA
D1.III.7.1.64.50,D1,III,7,1,64,50,NA,NA,NA,1998,999,3,0
D1.III.7.1.84.62,D1,III,7,1,84,62,NA,NA,NA,1998,2,4,0
D1.III.7.1.85.83,D1,III,7,1,85,83,Cn,140,0,1998,2,9,1
D1.III.7.2.0.12,D1,III,7,2,0,12,NA,NA,NA,1998,NA,NA,NA
D1.III.7.2.34.8,D1,III,7,2,34,8,NA,NA,NA,1998,NA,NA,NA
D1.III.7.2.79.58,D1,III,7,2,79,58,Cn,270,-2,1998,2,12,3
D1.III.7.2.82.47,D1,III,7,2,82,47,Cn,200,-3,1998,NA,NA,NA
D1.III.7.2.84.34,D1,III,7,2,84,34,Cn,70,-2,1998,NA,NA,NA
D1.III.7.3.0.84,D1,III,7,3,0,84,NA,NA,NA,1998,999,17,6
D1.III.7.3.0.98,D1,III,7,3,0,98,NA,NA,NA,1998,2,9,2
D1.III.7.3.3.26,D1,III,7,3,3,26,At,140,4,1998,999,7,0
D1.III.7.3.56.43,D1,III,7,3,56,43,At,20,-13,1998,NA,NA,NA
D1.III.7.3.67.89,D1,III,7,3,67,89,At,310,8,1998,2,2,0
D1.III.7.3.68.14,D1,III,7,3,68,14,NA,NA,NA,1998,NA,NA,NA
D1.III.7.3.69.99,D1,III,7,3,69,99,NA,NA,NA,1998,NA,NA,NA
D1.III.7.3.73.42,D1,III,7,3,73,42,At,125,-15,1998,NA,NA,NA
D1.III.7.3.82.37,D1,III,7,3,82,37,Cn,122,10,1998,NA,NA,NA
D1.III.7.3.83.80,D1,III,7,3,83,80,Cn,320,4,1998,NA,NA,NA
D1.III.7.3.83.91,D1,III,7,3,83,91,At,320,6,1998,999,5,0
D1.III.7.3.88.59,D1,III,7,3,88,59,Cn,280,4,1998,NA,NA,NA
D1.III.7.3.97.4,D1,III,7,3,97,4,NA,NA,NA,1998,NA,NA,NA
D1.III.7.4.15.39,D1,III,7,4,15,39,NA,NA,NA,1998,NA,NA,NA
D1.III.7.4.19.13,D1,III,7,4,19,13,Cn,270,-3,1998,2,10,0
D1.III.7.4.21.99,D1,III,7,4,21,99,NA,NA,NA,1998,NA,NA,NA
D1.III.7.4.23.35,D1,III,7,4,23,35,NA,NA,NA,1998,999,5,2
D1.III.7.4.25.6,D1,III,7,4,25,6,Cn,340,-2,1998,NA,NA,NA
D1.III.7.4.49.13,D1,III,7,4,49,13,At,140,-3,1998,2,3,1
D1.III.7.4.72.55,D1,III,7,4,72,55,Cn,220,-6,1998,999,8,2
D1.III.7.4.73.70,D1,III,7,4,73,70,Cn,40,-5,1998,999,2,0
D1.III.7.4.78.94,D1,III,7,4,78,94,Cn,330,-6,1998,NA,NA,NA
D1.III.7.4.81.44,D1,III,7,4,81,44,At,220,-8,1998,999,19,2
D1.III.7.4.87.97,D1,III,7,4,87,97,Cn,300,3,1998,NA,NA,NA
D1.III.7.5.3.13,D1,III,7,5,3,13,NA,NA,NA,1998,NA,NA,NA
D1.III.7.5.35.65,D1,III,7,5,35,65,At,300,-12,1998,2,5,0
D1.III.7.5.36.40,D1,III,7,5,36,40,At,40,2,1998,2,10,2
